Year,Municipality,Godine,UNIT_MEASURE,Spol,Value
2013,Gradačac,0-4,Broj,Oba spola,2100
2013,Gradačac,0-4,Broj,Muškarci,1060
2013,Gradačac,0-4,Broj,Žene,1040
2013,Gradiška,0-4,Broj,Oba spola,2092
2013,Gradiška,0-4,Broj,Muškarci,1044
2013,Gradiška,0-4,Broj,Žene,1048
2013,Grude,0-4,Broj,Oba spola,805
2013,Grude,0-4,Broj,Muškarci,409
2013,Grude,0-4,Broj,Žene,396
2013,Sarajevo - Hadžići,0-4,Broj,Oba spola,1380
2013,Sarajevo - Hadžići,0-4,Broj,Muškarci,682
2013,Sarajevo - Hadžići,0-4,Broj,Žene,698
2013,Han Pijesak,0-4,Broj,Oba spola,134
2013,Han Pijesak,0-4,Broj,Muškarci,72
2013,Han Pijesak,0-4,Broj,Žene,62
2013,Sarajevo - Ilidža,0-4,Broj,Oba spola,3915
2013,Sarajevo - Ilidža,0-4,Broj,Muškarci,2013
2013,Sarajevo - Ilidža,0-4,Broj,Žene,1902
2013,Sarajevo - Ilijaš,0-4,Broj,Oba spola,1085
2013,Sarajevo - Ilijaš,0-4,Broj,Muškarci,556
2013,Sarajevo - Ilijaš,0-4,Broj,Žene,529
2013,Istočna Ilidža,0-4,Broj,Oba spola,649
2013,Istočna Ilidža,0-4,Broj,Muškarci,342
2013,Istočna Ilidža,0-4,Broj,Žene,307
2013,Istočni Drvar,0-4,Broj,Oba spola,-
2013,Istočni Drvar,0-4,Broj,Muškarci,-
2013,Istočni Drvar,0-4,Broj,Žene,-
2013,Istočni Mostar,0-4,Broj,Oba spola,7
2013,Istočni Mostar,0-4,Broj,Muškarci,4
2013,Istočni Mostar,0-4,Broj,Žene,3
2013,Istočni Stari Grad,0-4,Broj,Oba spola,40
2013,Istočni Stari Grad,0-4,Broj,Muškarci,23
2013,Istočni Stari Grad,0-4,Broj,Žene,17
2013,Istočno Novo Sarajevo,0-4,Broj,Oba spola,625
2013,Istočno Novo Sarajevo,0-4,Broj,Muškarci,300
2013,Istočno Novo Sarajevo,0-4,Broj,Žene,325
2013,Jablanica,0-4,Broj,Oba spola,440
2013,Jablanica,0-4,Broj,Muškarci,231
2013,Jablanica,0-4,Broj,Žene,209
2013,Jajce,0-4,Broj,Oba spola,1311
2013,Jajce,0-4,Broj,Muškarci,672
2013,Jajce,0-4,Broj,Žene,639
2013,Jezero,0-4,Broj,Oba spola,44
2013,Jezero,0-4,Broj,Muškarci,22
2013,Jezero,0-4,Broj,Žene,22
2013,Kakanj,0-4,Broj,Oba spola,2102
2013,Kakanj,0-4,Broj,Muškarci,1130
2013,Kakanj,0-4,Broj,Žene,972
2013,Kalesija,0-4,Broj,Oba spola,1841
2013,Kalesija,0-4,Broj,Muškarci,936
2013,Kalesija,0-4,Broj,Žene,905
2013,Kalinovik,0-4,Broj,Oba spola,52
2013,Kalinovik,0-4,Broj,Muškarci,25
2013,Kalinovik,0-4,Broj,Žene,27
2013,Kiseljak,0-4,Broj,Oba spola,1082
2013,Kiseljak,0-4,Broj,Muškarci,531
2013,Kiseljak,0-4,Broj,Žene,551
2013,Kladanj,0-4,Broj,Oba spola,606
2013,Kladanj,0-4,Broj,Muškarci,336
2013,Kladanj,0-4,Broj,Žene,270
2013,Ključ,0-4,Broj,Oba spola,699
2013,Ključ,0-4,Broj,Muškarci,342
2013,Ključ,0-4,Broj,Žene,357
2013,Kneževo,0-4,Broj,Oba spola,406
2013,Kneževo,0-4,Broj,Muškarci,213
2013,Kneževo,0-4,Broj,Žene,193
2013,Konjic,0-4,Broj,Oba spola,1046
2013,Konjic,0-4,Broj,Muškarci,516
2013,Konjic,0-4,Broj,Žene,530
2013,Kostajnica,0-4,Broj,Oba spola,222
2013,Kostajnica,0-4,Broj,Muškarci,103
2013,Kostajnica,0-4,Broj,Žene,119
2013,Kotor Varoš,0-4,Broj,Oba spola,922
2013,Kotor Varoš,0-4,Broj,Muškarci,478
2013,Kotor Varoš,0-4,Broj,Žene,444
2013,Kozarska Dubica,0-4,Broj,Oba spola,800
2013,Kozarska Dubica,0-4,Broj,Muškarci,408
2013,Kozarska Dubica,0-4,Broj,Žene,392
2013,Kreševo,0-4,Broj,Oba spola,240
2013,Kreševo,0-4,Broj,Muškarci,127
2013,Kreševo,0-4,Broj,Žene,113
2013,Krupa Na Uni,0-4,Broj,Oba spola,49
2013,Krupa Na Uni,0-4,Broj,Muškarci,27
2013,Krupa Na Uni,0-4,Broj,Žene,22
2013,Kupres - FBiH,0-4,Broj,Oba spola,164
2013,Kupres - FBiH,0-4,Broj,Muškarci,86
2013,Kupres - FBiH,0-4,Broj,Žene,78
2013,Kupres - RS,0-4,Broj,Oba spola,6
2013,Kupres - RS,0-4,Broj,Muškarci,6
2013,Kupres - RS,0-4,Broj,Žene,-
2013,Laktaši,0-4,Broj,Oba spola,1687
2013,Laktaši,0-4,Broj,Muškarci,855
2013,Laktaši,0-4,Broj,Žene,832
2013,Livno,0-4,Broj,Oba spola,1334
2013,Livno,0-4,Broj,Muškarci,686
2013,Livno,0-4,Broj,Žene,648
2013,Lopare,0-4,Broj,Oba spola,517
2013,Lopare,0-4,Broj,Muškarci,255
2013,Lopare,0-4,Broj,Žene,262
2013,Lukavac,0-4,Broj,Oba spola,1968
2013,Lukavac,0-4,Broj,Muškarci,1019
2013,Lukavac,0-4,Broj,Žene,949
2013,Ljubinje,0-4,Broj,Oba spola,155
2013,Ljubinje,0-4,Broj,Muškarci,73
2013,Ljubinje,0-4,Broj,Žene,82
2013,Ljubuški,0-4,Broj,Oba spola,1352
2013,Ljubuški,0-4,Broj,Muškarci,683
2013,Ljubuški,0-4,Broj,Žene,669
2013,Maglaj,0-4,Broj,Oba spola,1215
2013,Maglaj,0-4,Broj,Muškarci,633
2013,Maglaj,0-4,Broj,Žene,582
2013,Milići,0-4,Broj,Oba spola,489
2013,Milići,0-4,Broj,Muškarci,247
2013,Milići,0-4,Broj,Žene,242
2013,Modriča,0-4,Broj,Oba spola,1001
2013,Modriča,0-4,Broj,Muškarci,514
2013,Modriča,0-4,Broj,Žene,487
2013,Mostar,0-4,Broj,Oba spola,5335
2013,Mostar,0-4,Broj,Muškarci,2750
2013,Mostar,0-4,Broj,Žene,2585
2013,Mrkonjić Grad,0-4,Broj,Oba spola,681
2013,Mrkonjić Grad,0-4,Broj,Muškarci,337
2013,Mrkonjić Grad,0-4,Broj,Žene,344
2013,Neum,0-4,Broj,Oba spola,206
2013,Neum,0-4,Broj,Muškarci,105
2013,Neum,0-4,Broj,Žene,101
2013,Nevesinje,0-4,Broj,Oba spola,561
2013,Nevesinje,0-4,Broj,Muškarci,301
2013,Nevesinje,0-4,Broj,Žene,260
2013,Novi Grad,0-4,Broj,Oba spola,981
2013,Novi Grad,0-4,Broj,Muškarci,496
2013,Novi Grad,0-4,Broj,Žene,485
2013,Sarajevo - Novi Grad,0-4,Broj,Oba spola,6754
2013,Sarajevo - Novi Grad,0-4,Broj,Muškarci,3488
2013,Sarajevo - Novi Grad,0-4,Broj,Žene,3266
2013,Novi Travnik,0-4,Broj,Oba spola,1318
2013,Novi Travnik,0-4,Broj,Muškarci,685
2013,Novi Travnik,0-4,Broj,Žene,633
2013,Novo Goražde,0-4,Broj,Oba spola,103
2013,Novo Goražde,0-4,Broj,Muškarci,50
2013,Novo Goražde,0-4,Broj,Žene,53
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Oba spola,3295
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Muškarci,1645
2013,Sarajevo - Novo Sarajevo,0-4,Broj,Žene,1650
2013,Odžak,0-4,Broj,Oba spola,693
2013,Odžak,0-4,Broj,Muškarci,344
2013,Odžak,0-4,Broj,Žene,349
2013,Olovo,0-4,Broj,Oba spola,417
2013,Olovo,0-4,Broj,Muškarci,224
2013,Olovo,0-4,Broj,Žene,193
2013,Orašje,0-4,Broj,Oba spola,726
2013,Orašje,0-4,Broj,Muškarci,369
2013,Orašje,0-4,Broj,Žene,357
2013,Osmaci,0-4,Broj,Oba spola,275
2013,Osmaci,0-4,Broj,Muškarci,148
2013,Osmaci,0-4,Broj,Žene,127
2013,Oštra Luka,0-4,Broj,Oba spola,107
2013,Oštra Luka,0-4,Broj,Muškarci,55
2013,Oštra Luka,0-4,Broj,Žene,52
2013,Pale - FBiH,0-4,Broj,Oba spola,35
2013,Pale - FBiH,0-4,Broj,Muškarci,18
2013,Pale - FBiH,0-4,Broj,Žene,17
2013,Pale - RS,0-4,Broj,Oba spola,904
2013,Pale - RS,0-4,Broj,Muškarci,462
2013,Pale - RS,0-4,Broj,Žene,442
2013,Pelagićevo,0-4,Broj,Oba spola,133
2013,Pelagićevo,0-4,Broj,Muškarci,65
2013,Pelagićevo,0-4,Broj,Žene,68
2013,Petrovac,0-4,Broj,Oba spola,13
2013,Petrovac,0-4,Broj,Muškarci,8
2013,Petrovac,0-4,Broj,Žene,5
2013,Petrovo,0-4,Broj,Oba spola,264
2013,Petrovo,0-4,Broj,Muškarci,146
2013,Petrovo,0-4,Broj,Žene,118
2013,Posušje,0-4,Broj,Oba spola,1237
2013,Posušje,0-4,Broj,Muškarci,642
2013,Posušje,0-4,Broj,Žene,595
2013,Prijedor,0-4,Broj,Oba spola,3468
2013,Prijedor,0-4,Broj,Muškarci,1805
2013,Prijedor,0-4,Broj,Žene,1663
2013,Prnjavor,0-4,Broj,Oba spola,1600
2013,Prnjavor,0-4,Broj,Muškarci,812
2013,Prnjavor,0-4,Broj,Žene,788
2013,Prozor,0-4,Broj,Oba spola,687
2013,Prozor,0-4,Broj,Muškarci,341
2013,Prozor,0-4,Broj,Žene,346
2013,Ravno,0-4,Broj,Oba spola,118
2013,Ravno,0-4,Broj,Muškarci,60
2013,Ravno,0-4,Broj,Žene,58
2013,Ribnik,0-4,Broj,Oba spola,245
2013,Ribnik,0-4,Broj,Muškarci,121
2013,Ribnik,0-4,Broj,Žene,124
2013,Rogatica,0-4,Broj,Oba spola,514
2013,Rogatica,0-4,Broj,Muškarci,252
2013,Rogatica,0-4,Broj,Žene,262
2013,Rudo,0-4,Broj,Oba spola,289
2013,Rudo,0-4,Broj,Muškarci,153
2013,Rudo,0-4,Broj,Žene,136
2013,Sanski Most,0-4,Broj,Oba spola,1681
2013,Sanski Most,0-4,Broj,Muškarci,850
2013,Sanski Most,0-4,Broj,Žene,831
2013,Sapna,0-4,Broj,Oba spola,651
2013,Sapna,0-4,Broj,Muškarci,321
2013,Sapna,0-4,Broj,Žene,330
2013,Sokolac,0-4,Broj,Oba spola,508
2013,Sokolac,0-4,Broj,Muškarci,264
2013,Sokolac,0-4,Broj,Žene,244
2013,Srbac,0-4,Broj,Oba spola,836
2013,Srbac,0-4,Broj,Muškarci,412
2013,Srbac,0-4,Broj,Žene,424
2013,Srebrenica,0-4,Broj,Oba spola,526
2013,Srebrenica,0-4,Broj,Muškarci,265
2013,Srebrenica,0-4,Broj,Žene,261
2013,Srebrenik,0-4,Broj,Oba spola,2214
2013,Srebrenik,0-4,Broj,Muškarci,1129
2013,Srebrenik,0-4,Broj,Žene,1085
2013,Sarajevo - Stari Grad,0-4,Broj,Oba spola,1623
2013,Sarajevo - Stari Grad,0-4,Broj,Muškarci,835
2013,Sarajevo - Stari Grad,0-4,Broj,Žene,788
2013,Stolac,0-4,Broj,Oba spola,650
2013,Stolac,0-4,Broj,Muškarci,337
2013,Stolac,0-4,Broj,Žene,313
2013,Šamac,0-4,Broj,Oba spola,584
2013,Šamac,0-4,Broj,Muškarci,289
2013,Šamac,0-4,Broj,Žene,295
2013,Šekovići,0-4,Broj,Oba spola,249
2013,Šekovići,0-4,Broj,Muškarci,130
2013,Šekovići,0-4,Broj,Žene,119
2013,Šipovo,0-4,Broj,Oba spola,431
2013,Šipovo,0-4,Broj,Muškarci,234
2013,Šipovo,0-4,Broj,Žene,197
2013,Široki Brijeg,0-4,Broj,Oba spola,1623
2013,Široki Brijeg,0-4,Broj,Muškarci,861
2013,Široki Brijeg,0-4,Broj,Žene,762
2013,Teočak,0-4,Broj,Oba spola,351
2013,Teočak,0-4,Broj,Muškarci,192
2013,Teočak,0-4,Broj,Žene,159
2013,Teslić,0-4,Broj,Oba spola,1969
2013,Teslić,0-4,Broj,Muškarci,1048
2013,Teslić,0-4,Broj,Žene,921
2013,Tešanj,0-4,Broj,Oba spola,2689
2013,Tešanj,0-4,Broj,Muškarci,1388
2013,Tešanj,0-4,Broj,Žene,1301
2013,Tomislavgrad,0-4,Broj,Oba spola,1490
2013,Tomislavgrad,0-4,Broj,Muškarci,755
2013,Tomislavgrad,0-4,Broj,Žene,735
2013,Travnik,0-4,Broj,Oba spola,2797
2013,Travnik,0-4,Broj,Muškarci,1463
2013,Travnik,0-4,Broj,Žene,1334
2013,Trebinje,0-4,Broj,Oba spola,1415
2013,Trebinje,0-4,Broj,Muškarci,753
2013,Trebinje,0-4,Broj,Žene,662
2013,Trnovo - FBiH,0-4,Broj,Oba spola,40
2013,Trnovo - FBiH,0-4,Broj,Muškarci,12
2013,Trnovo - FBiH,0-4,Broj,Žene,28
2013,Trnovo - RS,0-4,Broj,Oba spola,66
2013,Trnovo - RS,0-4,Broj,Muškarci,30
2013,Trnovo - RS,0-4,Broj,Žene,36
2013,Tuzla,0-4,Broj,Oba spola,5105
2013,Tuzla,0-4,Broj,Muškarci,2666
2013,Tuzla,0-4,Broj,Žene,2439
2013,Ugljevik,0-4,Broj,Oba spola,675
2013,Ugljevik,0-4,Broj,Muškarci,368
2013,Ugljevik,0-4,Broj,Žene,307
2013,Usora,0-4,Broj,Oba spola,251
2013,Usora,0-4,Broj,Muškarci,121
2013,Usora,0-4,Broj,Žene,130
2013,Vareš,0-4,Broj,Oba spola,256
2013,Vareš,0-4,Broj,Muškarci,128
2013,Vareš,0-4,Broj,Žene,128
2013,Velika Kladuša,0-4,Broj,Oba spola,2756
2013,Velika Kladuša,0-4,Broj,Muškarci,1433
2013,Velika Kladuša,0-4,Broj,Žene,1323
2013,Visoko,0-4,Broj,Oba spola,2309
2013,Visoko,0-4,Broj,Muškarci,1178
2013,Visoko,0-4,Broj,Žene,1131
2013,Višegrad,0-4,Broj,Oba spola,344
2013,Višegrad,0-4,Broj,Muškarci,164
2013,Višegrad,0-4,Broj,Žene,180
2013,Vitez,0-4,Broj,Oba spola,1447
2013,Vitez,0-4,Broj,Muškarci,757
2013,Vitez,0-4,Broj,Žene,690
2013,Vlasenica,0-4,Broj,Oba spola,499
2013,Vlasenica,0-4,Broj,Muškarci,268
2013,Vlasenica,0-4,Broj,Žene,231
2013,Sarajevo - Vogošća,0-4,Broj,Oba spola,1600
2013,Sarajevo - Vogošća,0-4,Broj,Muškarci,837
2013,Sarajevo - Vogošća,0-4,Broj,Žene,763
2013,Vukosavlje,0-4,Broj,Oba spola,207
2013,Vukosavlje,0-4,Broj,Muškarci,107
2013,Vukosavlje,0-4,Broj,Žene,100
2013,Zavidovići,0-4,Broj,Oba spola,2005
2013,Zavidovići,0-4,Broj,Muškarci,1013
2013,Zavidovići,0-4,Broj,Žene,992
2013,Zenica,0-4,Broj,Oba spola,6072
2013,Zenica,0-4,Broj,Muškarci,3104
2013,Zenica,0-4,Broj,Žene,2968
2013,Zvornik,0-4,Broj,Oba spola,3061
2013,Zvornik,0-4,Broj,Muškarci,1545
2013,Zvornik,0-4,Broj,Žene,1516
2013,Žepče,0-4,Broj,Oba spola,1657
2013,Žepče,0-4,Broj,Muškarci,878
2013,Žepče,0-4,Broj,Žene,779
2013,Živinice,0-4,Broj,Oba spola,3389
2013,Živinice,0-4,Broj,Muškarci,1778
2013,Živinice,0-4,Broj,Žene,1611
2013,Banja Luka,5-9,Broj,Oba spola,8736
2013,Banja Luka,5-9,Broj,Muškarci,4460
2013,Banja Luka,5-9,Broj,Žene,4276
2013,Banovići,5-9,Broj,Oba spola,1212
2013,Banovići,5-9,Broj,Muškarci,623
2013,Banovići,5-9,Broj,Žene,589
2013,Berkovići,5-9,Broj,Oba spola,130
2013,Berkovići,5-9,Broj,Muškarci,73
2013,Berkovići,5-9,Broj,Žene,57
2013,Bihać,5-9,Broj,Oba spola,2806
2013,Bihać,5-9,Broj,Muškarci,1416
2013,Bihać,5-9,Broj,Žene,1390
2013,Bijeljina,5-9,Broj,Oba spola,5136
2013,Bijeljina,5-9,Broj,Muškarci,2659
2013,Bijeljina,5-9,Broj,Žene,2477
2013,Bileća,5-9,Broj,Oba spola,483
2013,Bileća,5-9,Broj,Muškarci,263
2013,Bileća,5-9,Broj,Žene,220
2013,Bosanska Krupa,5-9,Broj,Oba spola,1495
2013,Bosanska Krupa,5-9,Broj,Muškarci,748
2013,Bosanska Krupa,5-9,Broj,Žene,747
2013,Bosanski Petrovac,5-9,Broj,Oba spola,324
2013,Bosanski Petrovac,5-9,Broj,Muškarci,158
2013,Bosanski Petrovac,5-9,Broj,Žene,166
2013,Bosansko Grahovo,5-9,Broj,Oba spola,49
2013,Bosansko Grahovo,5-9,Broj,Muškarci,29
2013,Bosansko Grahovo,5-9,Broj,Žene,20
2013,Bratunac,5-9,Broj,Oba spola,1096
2013,Bratunac,5-9,Broj,Muškarci,559
2013,Bratunac,5-9,Broj,Žene,537
2013,Brčko,5-9,Broj,Oba spola,4312
2013,Brčko,5-9,Broj,Muškarci,2235
2013,Brčko,5-9,Broj,Žene,2077
2013,Breza,5-9,Broj,Oba spola,661
2013,Breza,5-9,Broj,Muškarci,343
2013,Breza,5-9,Broj,Žene,318
2013,Brod,5-9,Broj,Oba spola,731
2013,Brod,5-9,Broj,Muškarci,392
2013,Brod,5-9,Broj,Žene,339
2013,Bugojno,5-9,Broj,Oba spola,1681
2013,Bugojno,5-9,Broj,Muškarci,893
2013,Bugojno,5-9,Broj,Žene,788
2013,Busovača,5-9,Broj,Oba spola,1079
2013,Busovača,5-9,Broj,Muškarci,573
2013,Busovača,5-9,Broj,Žene,506
2013,Bužim,5-9,Broj,Oba spola,1345
2013,Bužim,5-9,Broj,Muškarci,675
2013,Bužim,5-9,Broj,Žene,670
2013,Cazin,5-9,Broj,Oba spola,4192
2013,Cazin,5-9,Broj,Muškarci,2147
2013,Cazin,5-9,Broj,Žene,2045
2013,Sarajevo - Centar,5-9,Broj,Oba spola,2432
2013,Sarajevo - Centar,5-9,Broj,Muškarci,1271
2013,Sarajevo - Centar,5-9,Broj,Žene,1161
2013,Čajniče,5-9,Broj,Oba spola,212
2013,Čajniče,5-9,Broj,Muškarci,99
2013,Čajniče,5-9,Broj,Žene,113
2013,Čapljina,5-9,Broj,Oba spola,1359
2013,Čapljina,5-9,Broj,Muškarci,703
2013,Čapljina,5-9,Broj,Žene,656
2013,Čelić,5-9,Broj,Oba spola,573
2013,Čelić,5-9,Broj,Muškarci,287
2013,Čelić,5-9,Broj,Žene,286
2013,Čelinac,5-9,Broj,Oba spola,741
2013,Čelinac,5-9,Broj,Muškarci,382
2013,Čelinac,5-9,Broj,Žene,359
2013,Čitluk,5-9,Broj,Oba spola,1090
2013,Čitluk,5-9,Broj,Muškarci,550
2013,Čitluk,5-9,Broj,Žene,540
2013,Derventa,5-9,Broj,Oba spola,1223
2013,Derventa,5-9,Broj,Muškarci,637
2013,Derventa,5-9,Broj,Žene,586
2013,Doboj,5-9,Broj,Oba spola,3311
2013,Doboj,5-9,Broj,Muškarci,1647
2013,Doboj,5-9,Broj,Žene,1664
2013,Doboj-Istok,5-9,Broj,Oba spola,570
2013,Doboj-Istok,5-9,Broj,Muškarci,291
2013,Doboj-Istok,5-9,Broj,Žene,279
2013,Doboj-Jug,5-9,Broj,Oba spola,288
2013,Doboj-Jug,5-9,Broj,Muškarci,155
2013,Doboj-Jug,5-9,Broj,Žene,133
2013,Dobretići,5-9,Broj,Oba spola,54
2013,Dobretići,5-9,Broj,Muškarci,30
2013,Dobretići,5-9,Broj,Žene,24
2013,Domaljevac-Šamac,5-9,Broj,Oba spola,237
2013,Domaljevac-Šamac,5-9,Broj,Muškarci,109
2013,Domaljevac-Šamac,5-9,Broj,Žene,128
2013,Donji Vakuf,5-9,Broj,Oba spola,861
2013,Donji Vakuf,5-9,Broj,Muškarci,426
2013,Donji Vakuf,5-9,Broj,Žene,435
2013,Donji Žabar,5-9,Broj,Oba spola,185
2013,Donji Žabar,5-9,Broj,Muškarci,103
2013,Donji Žabar,5-9,Broj,Žene,82
2013,Drvar,5-9,Broj,Oba spola,250
2013,Drvar,5-9,Broj,Muškarci,130
2013,Drvar,5-9,Broj,Žene,120
2013,Foča - FBiH,5-9,Broj,Oba spola,71
2013,Foča - FBiH,5-9,Broj,Muškarci,37
2013,Foča - FBiH,5-9,Broj,Žene,34
2013,Foča - RS,5-9,Broj,Oba spola,755
2013,Foča - RS,5-9,Broj,Muškarci,393
2013,Foča - RS,5-9,Broj,Žene,362
2013,Fojnica,5-9,Broj,Oba spola,635
2013,Fojnica,5-9,Broj,Muškarci,331
2013,Fojnica,5-9,Broj,Žene,304
2013,Gacko,5-9,Broj,Oba spola,443
2013,Gacko,5-9,Broj,Muškarci,240
2013,Gacko,5-9,Broj,Žene,203
2013,Glamoč,5-9,Broj,Oba spola,181
2013,Glamoč,5-9,Broj,Muškarci,101
2013,Glamoč,5-9,Broj,Žene,80
2013,Goražde,5-9,Broj,Oba spola,845
2013,Goražde,5-9,Broj,Muškarci,458
2013,Goražde,5-9,Broj,Žene,387
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Oba spola,1231
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Muškarci,619
2013,Gornji Vakuf-Uskoplje,5-9,Broj,Žene,612
2013,Gračanica,5-9,Broj,Oba spola,2518
2013,Gračanica,5-9,Broj,Muškarci,1287
2013,Gračanica,5-9,Broj,Žene,1231
2013,Gradačac,5-9,Broj,Oba spola,2243
2013,Gradačac,5-9,Broj,Muškarci,1188
2013,Gradačac,5-9,Broj,Žene,1055
2013,Gradiška,5-9,Broj,Oba spola,2295
2013,Gradiška,5-9,Broj,Muškarci,1168
2013,Gradiška,5-9,Broj,Žene,1127
2013,Grude,5-9,Broj,Oba spola,952
2013,Grude,5-9,Broj,Muškarci,482
2013,Grude,5-9,Broj,Žene,470
2013,Sarajevo - Hadžići,5-9,Broj,Oba spola,1339
2013,Sarajevo - Hadžići,5-9,Broj,Muškarci,704
2013,Sarajevo - Hadžići,5-9,Broj,Žene,635
2013,Han Pijesak,5-9,Broj,Oba spola,130
2013,Han Pijesak,5-9,Broj,Muškarci,67
2013,Han Pijesak,5-9,Broj,Žene,63
2013,Sarajevo - Ilidža,5-9,Broj,Oba spola,3664
2013,Sarajevo - Ilidža,5-9,Broj,Muškarci,1896
2013,Sarajevo - Ilidža,5-9,Broj,Žene,1768
2013,Sarajevo - Ilijaš,5-9,Broj,Oba spola,1128
2013,Sarajevo - Ilijaš,5-9,Broj,Muškarci,564
2013,Sarajevo - Ilijaš,5-9,Broj,Žene,564
2013,Istočna Ilidža,5-9,Broj,Oba spola,683
2013,Istočna Ilidža,5-9,Broj,Muškarci,325
2013,Istočna Ilidža,5-9,Broj,Žene,358
2013,Istočni Drvar,5-9,Broj,Oba spola,1
2013,Istočni Drvar,5-9,Broj,Muškarci,1
2013,Istočni Drvar,5-9,Broj,Žene,0
2013,Municipality,Godine,Broj,Oba spola,16
2013,Banja Luka,Total,Broj,Muškarci,7
2013,Banja Luka,Total,Broj,Žene,9
2013,Banja Luka,Total,Broj,Oba spola,44
2013,Banovići,Total,Broj,Muškarci,24
2013,Banovići,Total,Broj,Žene,20
2013,Banovići,Total,Broj,Oba spola,497
2013,Berkovići,Total,Broj,Muškarci,248
2013,Berkovići,Total,Broj,Žene,249
2013,Berkovići,Total,Broj,Oba spola,421
2013,Bihać,Total,Broj,Muškarci,218
2013,Bihać,Total,Broj,Žene,203
2013,Bihać,Total,Broj,Oba spola,1534
2013,Bijeljina,Total,Broj,Muškarci,732
2013,Bijeljina,Total,Broj,Žene,802
2013,Bijeljina,Total,Broj,Oba spola,55
2013,Bileća,Total,Broj,Muškarci,25
2013,Bileća,Total,Broj,Žene,30
2013,Bileća,Total,Broj,Oba spola,2134
2013,Bosanska Krupa,Total,Broj,Muškarci,1077
2013,Bosanska Krupa,Total,Broj,Žene,1057
2013,Bosanska Krupa,Total,Broj,Oba spola,1900
2013,Bosanski Petrovac,Total,Broj,Muškarci,981
2013,Bosanski Petrovac,Total,Broj,Žene,919
2013,Bosanski Petrovac,Total,Broj,Oba spola,67
2013,Bosansko Grahovo,Total,Broj,Muškarci,31
2013,Bosansko Grahovo,Total,Broj,Žene,36
2013,Bosansko Grahovo,Total,Broj,Oba spola,1147
2013,Bratunac,Total,Broj,Muškarci,596
2013,Bratunac,Total,Broj,Žene,551
2013,Bratunac,Total,Broj,Oba spola,602
2013,Brčko,Total,Broj,Muškarci,315
2013,Brčko,Total,Broj,Žene,287
2013,Brčko,Total,Broj,Oba spola,809
2013,Breza,Total,Broj,Muškarci,419
2013,Breza,Total,Broj,Žene,390
2013,Breza,Total,Broj,Oba spola,420
2013,Brod,Total,Broj,Muškarci,216
2013,Brod,Total,Broj,Žene,204
2013,Brod,Total,Broj,Oba spola,1237
2013,Bugojno,Total,Broj,Muškarci,607
2013,Bugojno,Total,Broj,Žene,630
2013,Bugojno,Total,Broj,Oba spola,245
2013,Busovača,Total,Broj,Muškarci,135
2013,Busovača,Total,Broj,Žene,110
2013,Busovača,Total,Broj,Oba spola,981
2013,Bužim,Total,Broj,Muškarci,494
2013,Bužim,Total,Broj,Žene,487
2013,Bužim,Total,Broj,Oba spola,834
2013,Cazin,Total,Broj,Muškarci,412
2013,Cazin,Total,Broj,Žene,422
2013,Cazin,Total,Broj,Oba spola,270
2013,Sarajevo - Centar,Total,Broj,Muškarci,147
2013,Sarajevo - Centar,Total,Broj,Žene,123
2013,Sarajevo - Centar,Total,Broj,Oba spola,57
2013,Čajniče,Total,Broj,Muškarci,29
2013,Čajniče,Total,Broj,Žene,28
2013,Čajniče,Total,Broj,Oba spola,216
2013,Čapljina,Total,Broj,Muškarci,114
2013,Čapljina,Total,Broj,Žene,102
2013,Čapljina,Total,Broj,Oba spola,8
2013,Čelić,Total,Broj,Muškarci,5
2013,Čelić,Total,Broj,Žene,3
2013,Čelić,Total,Broj,Oba spola,1873
2013,Čelinac,Total,Broj,Muškarci,947
2013,Čelinac,Total,Broj,Žene,926
2013,Čelinac,Total,Broj,Oba spola,1465
2013,Čitluk,Total,Broj,Muškarci,774
2013,Čitluk,Total,Broj,Žene,691
2013,Čitluk,Total,Broj,Oba spola,630
2013,Derventa,Total,Broj,Muškarci,320
2013,Derventa,Total,Broj,Žene,310
2013,Derventa,Total,Broj,Oba spola,1892
2013,Doboj,Total,Broj,Muškarci,983
2013,Doboj,Total,Broj,Žene,909
2013,Doboj,Total,Broj,Oba spola,135
2013,Doboj-Istok,Total,Broj,Muškarci,64
2013,Doboj-Istok,Total,Broj,Žene,71
2013,Doboj-Istok,Total,Broj,Oba spola,1573
2013,Doboj-Jug,Total,Broj,Muškarci,831
2013,Doboj-Jug,Total,Broj,Žene,742
2013,Doboj-Jug,Total,Broj,Oba spola,1178
2013,Dobretići,Total,Broj,Muškarci,621
2013,Dobretići,Total,Broj,Žene,557
2013,Dobretići,Total,Broj,Oba spola,580
2013,Domaljevac-Šamac,Total,Broj,Muškarci,304
2013,Domaljevac-Šamac,Total,Broj,Žene,276
2013,Domaljevac-Šamac,Total,Broj,Oba spola,1128
2013,Donji Vakuf,Total,Broj,Muškarci,573
2013,Donji Vakuf,Total,Broj,Žene,555
2013,Donji Vakuf,Total,Broj,Oba spola,4889
2013,Donji Žabar,Total,Broj,Muškarci,2503
2013,Donji Žabar,Total,Broj,Žene,2386
2013,Donji Žabar,Total,Broj,Oba spola,741
